book_id,video_id,frame_index,time_sec,instance_id,segment_id,score,x1,y1,x2,y2,shelf_center_x,shelf_x1,shelf_x2,match_cost,quality_score,crop_path,mask_path
000_book_0113,000,67,22.33,3,0,0.7772,166,252,226,505,3793.0192,3763.0192,3823.0192,-0.1345,0.6037,crops/000067_003.jpg,masks/000067_003.png
000_book_0113,000,68,22.67,2,0,0.6327,142,280,200,513,3835.7635,3806.7635,3864.7635,0.4491,0.5375,crops/000068_002.jpg,masks/000068_002.png
000_book_0114,000,51,17.00,36,0,0.7778,1141,155,1257,426,3835.9916,3777.9916,3893.9916,,0.6288,crops/000051_036.jpg,masks/000051_036.png
000_book_0114,000,52,17.33,36,0,0.8240,1092,172,1203,442,3838.4756,3782.9756,3893.9756,-0.4952,0.6177,crops/000052_036.jpg,masks/000052_036.png
000_book_0114,000,53,17.67,36,0,0.8217,1044,159,1149,430,3839.5350,3787.0350,3892.0350,-0.4615,0.6384,crops/000053_036.jpg,masks/000053_036.png
000_book_0114,000,54,18.00,35,0,0.8139,995,153,1091,424,3838.5742,3790.5742,3886.5742,-0.4479,0.6893,crops/000054_035.jpg,masks/000054_035.png
000_book_0114,000,55,18.33,34,0,0.8066,947,158,1035,424,3831.2927,3787.2927,3875.2927,-0.3218,0.6312,crops/000055_034.jpg,masks/000055_034.png
000_book_0114,000,56,18.67,33,0,0.7837,896,164,976,430,3827.1437,3787.1437,3867.1437,-0.2707,0.6142,crops/000056_033.jpg,masks/000056_033.png
000_book_0114,000,57,19.00,34,0,0.7848,857,159,928,427,3827.7818,3792.2818,3863.2818,-0.3350,0.6037,crops/000057_034.jpg,masks/000057_034.png
000_book_0114,000,58,19.33,29,0,0.7547,809,151,874,425,3830.5016,3798.0016,3863.0016,-0.3054,0.6137,crops/000058_029.jpg,masks/000058_029.png
000_book_0114,000,59,19.67,24,0,0.7995,743,156,804,433,3829.8297,3799.3297,3860.3297,-0.3436,0.5510,crops/000059_024.jpg,masks/000059_024.png
000_book_0114,000,60,20.00,23,0,0.8307,674,142,719,417,3828.7657,3806.2657,3851.2657,-0.2222,0.5331,crops/000060_023.jpg,masks/000060_023.png
000_book_0114,000,61,20.33,21,0,0.8636,608,147,644,417,3826.4532,3808.4532,3844.4532,-0.0902,0.5880,crops/000061_021.jpg,masks/000061_021.png
000_book_0114,000,62,20.67,18,0,0.8614,553,160,582,425,3823.1865,3808.6865,3837.6865,-0.1002,0.6086,crops/000062_018.jpg,masks/000062_018.png
000_book_0114,000,63,21.00,17,0,0.8246,495,188,526,448,3819.6413,3804.1413,3835.1413,-0.1782,0.5913,crops/000063_017.jpg,masks/000063_017.png
000_book_0114,000,64,21.33,14,0,0.8404,427,207,464,471,3820.3604,3801.8604,3838.8604,-0.2857,0.5029,crops/000064_014.jpg,masks/000064_014.png
000_book_0114,000,65,21.67,12,0,0.7551,356,221,400,486,3820.4320,3798.4320,3842.4320,-0.2817,0.4979,crops/000065_012.jpg,masks/000065_012.png
000_book_0114,000,66,22.00,8,0,0.6456,281,226,334,491,3827.2863,3800.7863,3853.7863,-0.1367,0.5277,crops/000066_008.jpg,masks/000066_008.png
000_book_0114,000,67,22.33,4,0,0.7167,195,260,249,499,3819.0192,3792.0192,3846.0192,-0.1297,0.5538,crops/000067_004.jpg,masks/000067_004.png
000_book_0114,000,68,22.67,1,0,0.6364,128,272,178,518,3817.7635,3792.7635,3842.7635,-0.2250,0.0997,crops/000068_001.jpg,masks/000068_001.png
000_book_0115,000,64,21.33,15,0,0.8108,451,199,487,472,3843.8604,3825.8604,3861.8604,,0.5063,crops/000064_015.jpg,masks/000064_015.png
000_book_0115,000,65,21.67,13,0,0.7313,379,211,424,488,3843.9320,3821.4320,3866.4320,-0.3583,0.5060,crops/000065_013.jpg,masks/000065_013.png
000_book_0115,000,66,22.00,9,0,0.7251,304,216,356,492,3849.7863,3823.7863,3875.7863,-0.2680,0.5660,crops/000066_009.jpg,masks/000066_009.png
000_book_0115,000,67,22.33,5,0,0.7122,217,243,273,501,3842.0192,3814.0192,3870.0192,-0.1833,0.5621,crops/000067_005.jpg,masks/000067_005.png
000_book_0115,000,68,22.67,3,0,0.6071,163,262,225,515,3858.7635,3827.7635,3889.7635,-0.0228,0.5208,crops/000068_003.jpg,masks/000068_003.png
000_book_0116,000,52,17.33,37,0,0.7799,1126,165,1233,444,3870.4756,3816.9756,3923.9756,,0.5996,crops/000052_037.jpg,masks/000052_037.png
000_book_0116,000,53,17.67,37,0,0.8025,1078,149,1179,432,3871.5350,3821.0350,3922.0350,-0.4826,0.6214,crops/000053_037.jpg,masks/000053_037.png
000_book_0116,000,54,18.00,36,0,0.8087,1027,144,1121,425,3869.5742,3822.5742,3916.5742,-0.4606,0.6706,crops/000054_036.jpg,masks/000054_036.png
000_book_0116,000,55,18.33,35,0,0.8305,978,148,1063,426,3860.7927,3818.2927,3903.2927,-0.2798,0.6267,crops/000055_035.jpg,masks/000055_035.png
000_book_0116,000,56,18.67,34,0,0.8262,926,155,1003,431,3855.6437,3817.1437,3894.1437,-0.1985,0.6212,crops/000056_034.jpg,masks/000056_034.png
000_book_0116,000,57,19.00,35,0,0.8396,886,148,956,429,3856.2818,3821.2818,3891.2818,-0.3336,0.6274,crops/000057_035.jpg,masks/000057_035.png
000_book_0116,000,58,19.33,30,0,0.8471,838,141,900,428,3858.0016,3827.0016,3889.0016,-0.3320,0.6716,crops/000058_030.jpg,masks/000058_030.png
000_book_0116,000,59,19.67,25,0,0.8450,778,145,831,435,3860.8297,3834.3297,3887.3297,-0.2546,0.5845,crops/000059_025.jpg,masks/000059_025.png
000_book_0116,000,60,20.00,24,0,0.7981,703,132,746,418,3856.7657,3835.2657,3878.2657,-0.2488,0.5615,crops/000060_024.jpg,masks/000060_024.png
000_book_0117,000,65,21.67,14,0,0.7600,409,210,454,477,3873.9320,3851.4320,3896.4320,,0.4955,crops/000065_014.jpg,masks/000065_014.png
000_book_0117,000,66,22.00,10,0,0.7029,335,214,386,481,3880.2863,3854.7863,3905.7863,-0.3054,0.5321,crops/000066_010.jpg,masks/000066_010.png
000_book_0117,000,67,22.33,6,0,0.7919,237,232,296,503,3863.5192,3834.0192,3893.0192,-0.0359,0.5938,crops/000067_006.jpg,masks/000067_006.png
000_book_0117,000,68,22.67,4,0,0.7811,182,251,247,517,3879.2635,3846.7635,3911.7635,-0.1702,0.5739,crops/000068_004.jpg,masks/000068_004.png
000_book_0118,000,52,17.33,38,0,0.5385,1147,166,1263,435,3895.9756,3837.9756,3953.9756,,0.1276,crops/000052_038.jpg,masks/000052_038.png
000_book_0118,000,53,17.67,38,0,0.7042,1099,151,1208,423,3896.5350,3842.0350,3951.0350,-0.4840,0.6023,crops/000053_038.jpg,masks/000053_038.png
000_book_0118,000,54,18.00,37,0,0.7155,1050,145,1149,418,3895.0742,3845.5742,3944.5742,-0.4374,0.6580,crops/000054_037.jpg,masks/000054_037.png
000_book_0118,000,55,18.33,36,0,0.7953,1001,149,1091,418,3886.2927,3841.2927,3931.2927,-0.2851,0.6277,crops/000055_036.jpg,masks/000055_036.png
000_book_0118,000,56,18.67,35,0,0.7835,949,155,1032,423,3881.6437,3840.1437,3923.1437,-0.2394,0.6226,crops/000056_035.jpg,masks/000056_035.png
000_book_0118,000,57,19.00,36,0,0.8278,909,149,987,420,3883.2818,3844.2818,3922.2818,-0.3885,0.6392,crops/000057_036.jpg,masks/000057_036.png
000_book_0118,000,58,19.33,31,0,0.8388,861,141,933,418,3886.0016,3850.0016,3922.0016,-0.3664,0.7015,crops/000058_031.jpg,masks/000058_031.png
000_book_0118,000,59,19.67,26,0,0.8546,800,144,865,425,3888.8297,3856.3297,3921.3297,-0.3058,0.6058,crops/000059_026.jpg,masks/000059_026.png
000_book_0118,000,60,20.00,25,0,0.8695,726,131,781,409,3885.7657,3858.2657,3913.2657,-0.3322,0.5853,crops/000060_025.jpg,masks/000060_025.png
000_book_0119,000,67,22.33,7,0,0.7876,268,230,326,492,3894.0192,3865.0192,3923.0192,,0.5702,crops/000067_007.jpg,masks/000067_007.png
000_book_0119,000,68,22.67,5,0,0.7453,213,250,277,507,3909.7635,3877.7635,3941.7635,-0.1271,0.5600,crops/000068_005.jpg,masks/000068_005.png
000_book_0119,000,69,23.00,1,0,0.6465,128,254,198,514,3901.2364,3866.2364,3936.2364,-0.3688,0.1242,crops/000069_001.jpg,masks/000069_001.png
000_book_0120,000,53,17.67,39,0,0.7097,1124,151,1240,417,3925.0350,3867.0350,3983.0350,,0.6176,crops/000053_039.jpg,masks/000053_039.png
000_book_0120,000,54,18.00,38,0,0.7991,1075,145,1183,412,3924.5742,3870.5742,3978.5742,-0.5017,0.7032,crops/000054_038.jpg,masks/000054_038.png
000_book_0120,000,55,18.33,37,0,0.8215,1027,149,1126,412,3916.7927,3867.2927,3966.2927,-0.3539,0.6535,crops/000055_037.jpg,masks/000055_037.png
000_book_0120,000,56,18.67,36,0,0.7849,975,156,1066,417,3911.6437,3866.1437,3957.1437,-0.2520,0.6400,crops/000056_036.jpg,masks/000056_036.png
000_book_0120,000,57,19.00,37,0,0.8228,936,149,1021,415,3913.7818,3871.2818,3956.2818,-0.3851,0.6411,crops/000057_037.jpg,masks/000057_037.png
000_book_0120,000,58,19.33,32,0,0.8133,889,141,968,412,3917.5016,3878.0016,3957.0016,-0.3501,0.6824,crops/000058_032.jpg,masks/000058_032.png
000_book_0120,000,59,19.67,27,0,0.8082,829,144,901,419,3921.3297,3885.3297,3957.3297,-0.2779,0.5883,crops/000059_027.jpg,masks/000059_027.png
000_book_0120,000,60,20.00,26,0,0.7947,754,131,814,402,3916.2657,3886.2657,3946.2657,-0.3079,0.5556,crops/000060_026.jpg,masks/000060_026.png
000_book_0121,000,66,22.00,11,0,0.8756,385,182,440,490,3932.2863,3904.7863,3959.7863,,0.6495,crops/000066_011.jpg,masks/000066_011.png
000_book_0121,000,67,22.33,8,0,0.8607,316,199,377,500,3943.5192,3913.0192,3974.0192,-0.2107,0.6560,crops/000067_008.jpg,masks/000067_008.png
000_book_0121,000,68,22.67,6,0,0.8338,257,220,325,514,3955.7635,3921.7635,3989.7635,-0.0598,0.6266,crops/000068_006.jpg,masks/000068_006.png
000_book_0121,000,69,23.00,2,0,0.7215,160,252,227,504,3931.7364,3898.2364,3965.2364,-0.0091,0.5600,crops/000069_002.jpg,masks/000069_002.png
000_book_0122,000,53,17.67,40,0,0.5631,1168,124,1271,434,3962.5350,3911.0350,4014.0350,,0.1602,crops/000053_040.jpg,masks/000053_040.png
000_book_0122,000,54,18.00,39,0,0.7439,1116,114,1237,429,3972.0742,3911.5742,4032.5742,-0.2936,0.6979,crops/000054_039.jpg,masks/000054_039.png
000_book_0122,000,55,18.33,38,0,0.7453,1066,119,1176,429,3961.2927,3906.2927,4016.2927,-0.4335,0.6658,crops/000055_038.jpg,masks/000055_038.png
000_book_0122,000,56,18.67,37,0,0.7655,1012,126,1112,433,3953.1437,3903.1437,4003.1437,-0.3195,0.6611,crops/000056_037.jpg,masks/000056_037.png
000_book_0122,000,57,19.00,38,0,0.8058,973,118,1064,431,3953.7818,3908.2818,3999.2818,-0.2998,0.6600,crops/000057_038.jpg,masks/000057_038.png
000_book_0122,000,58,19.33,33,0,0.8061,927,108,1011,428,3958.0016,3916.0016,4000.0016,-0.3515,0.7208,crops/000058_033.jpg,masks/000058_033.png
000_book_0122,000,59,19.67,28,0,0.7959,864,110,941,435,3958.8297,3920.3297,3997.3297,-0.3108,0.6036,crops/000059_028.jpg,masks/000059_028.png
000_book_0122,000,60,20.00,27,0,0.8436,787,97,852,418,3951.7657,3919.2657,3984.2657,-0.2781,0.6158,crops/000060_027.jpg,masks/000060_027.png
000_book_0123,000,58,19.33,34,0,0.5041,953,132,1019,419,3975.0016,3942.0016,4008.0016,,0.6197,crops/000058_034.jpg,masks/000058_034.png
000_book_0123,000,59,19.67,29,0,0.5985,893,128,952,426,3978.8297,3949.3297,4008.3297,-0.3427,0.5175,crops/000059_029.jpg,masks/000059_029.png
000_book_0123,000,60,20.00,28,0,0.6655,815,119,864,409,3971.7657,3947.2657,3996.2657,-0.2768,0.5537,crops/000060_028.jpg,masks/000060_028.png
000_book_0124,000,66,22.00,12,0,0.6154,425,202,455,480,3959.7863,3944.7863,3974.7863,,0.5329,crops/000066_012.jpg,masks/000066_012.png
000_book_0124,000,67,22.33,9,0,0.5672,354,219,393,491,3970.5192,3951.0192,3990.0192,-0.0717,0.5276,crops/000067_009.jpg,masks/000067_009.png
000_book_0124,000,68,22.67,7,0,0.5134,297,238,341,505,3983.7635,3961.7635,4005.7635,0.0888,0.4915,crops/000068_007.jpg,masks/000068_007.png
000_book_0124,000,69,23.00,3,0,0.8078,201,223,274,512,3975.7364,3939.2364,4012.2364,0.0560,0.6222,crops/000069_003.jpg,masks/000069_003.png
000_book_0124,000,70,23.33,1,0,0.7556,139,246,216,530,3991.3408,3952.8408,4029.8408,-0.0335,0.1585,crops/000070_001.jpg,masks/000070_001.png
000_book_0125,000,60,20.00,15,0,0.8798,502,154,1218,429,3992.2657,3634.2657,4350.2657,,0.6740,crops/000060_015.jpg,masks/000060_015.png
000_book_0126,000,61,20.33,22,0,0.6038,641,111,1174,403,4107.9532,3841.4532,4374.4532,,0.6317,crops/000061_022.jpg,masks/000061_022.png
000_book_0126,000,62,20.67,19,0,0.8148,626,63,1137,411,4137.1865,3881.6865,4392.6865,0.1138,0.6751,crops/000062_019.jpg,masks/000062_019.png
000_book_0126,000,63,21.00,18,0,0.6901,549,95,1067,438,4117.1413,3858.1413,4376.1413,-0.3836,0.6463,crops/000063_018.jpg,masks/000063_018.png
000_book_0127,000,63,21.00,19,0,0.6678,602,135,1099,425,4159.6413,3911.1413,4408.1413,,0.6414,crops/000063_019.jpg,masks/000063_019.png
000_book_0127,000,64,21.33,16,0,0.7441,565,113,1013,436,4163.8604,3939.8604,4387.8604,-0.2010,0.6062,crops/000064_016.jpg,masks/000064_016.png
000_book_0127,000,65,21.67,15,0,0.5644,504,126,1026,475,4207.4320,3946.4320,4468.4320,0.1833,0.5777,crops/000065_015.jpg,masks/000065_015.png
000_book_0128,000,64,21.33,17,0,0.5731,949,172,972,450,4335.3604,4323.8604,4346.8604,,0.4680,crops/000064_017.jpg,masks/000064_017.png
000_book_0128,000,65,21.67,16,0,0.6254,881,184,913,464,4339.4320,4323.4320,4355.4320,-0.2377,0.5618,crops/000065_016.jpg,masks/000065_016.png
000_book_0128,000,66,22.00,13,0,0.7918,785,173,825,466,4324.7863,4304.7863,4344.7863,0.0700,0.6399,crops/000066_013.jpg,masks/000066_013.png
000_book_0129,000,66,22.00,14,0,0.5002,801,183,858,465,4349.2863,4320.7863,4377.7863,,0.6209,crops/000066_014.jpg,masks/000066_014.png
000_book_0129,000,67,22.33,11,0,0.5792,718,201,767,473,4339.5192,4315.0192,4364.0192,-0.1969,0.7710,crops/000067_011.jpg,masks/000067_011.png
000_book_0129,000,68,22.67,9,0,0.6556,650,221,706,487,4342.7635,4314.7635,4370.7635,-0.4545,0.6756,crops/000068_009.jpg,masks/000068_009.png
000_book_0129,000,69,23.00,4,0,0.7623,568,226,628,487,4336.2364,4306.2364,4366.2364,-0.3070,0.6615,crops/000069_004.jpg,masks/000069_004.png
000_book_0129,000,70,23.33,2,0,0.7885,495,250,562,506,4342.3408,4308.8408,4375.8408,-0.2880,0.6050,crops/000070_002.jpg,masks/000070_002.png
000_book_0129,000,71,23.67,1,0,0.7781,422,241,496,512,4341.1427,4304.1427,4378.1427,-0.3125,0.6054,crops/000071_001.jpg,masks/000071_001.png
000_book_0129,000,72,24.00,1,0,0.8285,334,240,417,511,4344.0694,4302.5694,4385.5694,-0.2933,0.6101,crops/000072_001.jpg,masks/000072_001.png
000_book_0129,000,73,24.33,1,0,0.8112,230,256,323,527,4345.8903,4299.3903,4392.3903,-0.2869,0.5840,crops/000073_001.jpg,masks/000073_001.png
000_book_0130,000,67,22.33,10,0,0.7932,702,188,751,474,4323.5192,4299.0192,4348.0192,,0.7796,crops/000067_010.jpg,masks/000067_010.png
000_book_0130,000,68,22.67,8,0,0.7815,635,208,692,488,4328.2635,4299.7635,4356.7635,-0.3586,0.6605,crops/000068_008.jpg,masks/000068_008.png
000_book_0130,000,69,23.00,5,0,0.6321,581,224,642,485,4349.7364,4319.2364,4380.2364,0.1394,0.6709,crops/000069_005.jpg,masks/000069_005.png
000_book_0130,000,70,23.33,4,0,0.6934,518,245,593,503,4369.3408,4331.8408,4406.8408,0.4411,0.6317,crops/000070_004.jpg,masks/000070_004.png
000_book_0130,000,71,23.67,3,0,0.6831,442,248,529,509,4367.6427,4324.1427,4411.1427,-0.0091,0.6208,crops/000071_003.jpg,masks/000071_003.png
000_book_0130,000,72,24.00,3,0,0.6492,358,247,450,508,4372.5694,4326.5694,4418.5694,-0.3332,0.5902,crops/000072_003.jpg,masks/000072_003.png
000_book_0130,000,73,24.33,3,0,0.6253,255,264,356,524,4374.8903,4324.3903,4425.3903,-0.3052,0.5508,crops/000073_003.jpg,masks/000073_003.png
000_book_0130,000,74,24.67,2,0,0.6559,147,272,243,524,4369.2837,4321.2837,4417.2837,-0.4405,0.5554,crops/000074_002.jpg,masks/000074_002.png
000_book_0131,000,68,22.67,10,0,0.7029,661,218,723,486,4356.7635,4325.7635,4387.7635,,0.7090,crops/000068_010.jpg,masks/000068_010.png
000_book_0131,000,69,23.00,6,0,0.6859,592,220,659,483,4363.7364,4330.2364,4397.2364,-0.3345,0.7241,crops/000069_006.jpg,masks/000069_006.png
000_book_0131,000,70,23.33,3,0,0.6644,509,248,575,505,4355.8408,4322.8408,4388.8408,-0.3966,0.5971,crops/000070_003.jpg,masks/000070_003.png
000_book_0131,000,71,23.67,2,0,0.6833,436,252,510,511,4355.1427,4318.1427,4392.1427,-0.3754,0.5954,crops/000071_002.jpg,masks/000071_002.png
000_book_0131,000,72,24.00,2,0,0.6578,349,252,430,510,4358.0694,4317.5694,4398.5694,-0.4043,0.5709,crops/000072_002.jpg,masks/000072_002.png
000_book_0131,000,73,24.33,2,0,0.6720,247,268,336,525,4360.8903,4316.3903,4405.3903,-0.3032,0.5412,crops/000073_002.jpg,masks/000073_002.png
000_book_0131,000,74,24.67,1,0,0.7167,130,260,231,526,4354.7837,4304.2837,4405.2837,-0.2406,0.1607,crops/000074_001.jpg,masks/000074_001.png
000_book_0132,000,60,20.00,29,0,0.5511,1225,107,1268,399,4378.7657,4357.2657,4400.2657,,0.0436,crops/000060_029.jpg,masks/000060_029.png
000_book_0132,000,61,20.33,23,0,0.5750,1160,107,1188,395,4374.4532,4360.4532,4388.4532,-0.1136,0.5634,crops/000061_023.jpg,masks/000061_023.png
000_book_0133,000,66,22.00,15,0,0.8604,822,125,883,449,4372.2863,4341.7863,4402.7863,,0.6693,crops/000066_015.jpg,masks/000066_015.png
000_book_0133,000,67,22.33,12,0,0.8772,739,141,809,459,4371.0192,4336.0192,4406.0192,-0.4215,0.8163,crops/000067_012.jpg,masks/000067_012.png
000_book_0133,000,68,22.67,11,0,0.8806,671,162,748,472,4374.2635,4335.7635,4412.7635,-0.3860,0.7662,crops/000068_011.jpg,masks/000068_011.png
000_book_0133,000,69,23.00,7,0,0.8663,602,166,684,471,4381.2364,4340.2364,4422.2364,-0.2507,0.7803,crops/000069_007.jpg,masks/000069_007.png
000_book_0133,000,70,23.33,5,0,0.8570,529,192,617,491,4386.8408,4342.8408,4430.8408,-0.2084,0.6977,crops/000070_005.jpg,masks/000070_005.png
000_book_0133,000,71,23.67,4,0,0.8596,458,196,552,497,4387.1427,4340.1427,4434.1427,-0.3675,0.6870,crops/000071_004.jpg,masks/000071_004.png
000_book_0133,000,72,24.00,4,0,0.8549,371,195,473,496,4390.5694,4339.5694,4441.5694,-0.3858,0.6714,crops/000072_004.jpg,masks/000072_004.png
000_book_0133,000,73,24.33,4,0,0.7469,268,212,379,510,4392.8903,4337.3903,4448.3903,-0.3222,0.6155,crops/000073_004.jpg,masks/000073_004.png
000_book_0133,000,74,24.67,3,0,0.6335,158,268,263,523,4384.7837,4332.2837,4437.2837,-0.1039,0.5662,crops/000074_003.jpg,masks/000074_003.png
000_book_0134,000,66,22.00,16,0,0.8589,855,128,904,451,4399.2863,4374.7863,4423.7863,,0.6244,crops/000066_016.jpg,masks/000066_016.png
000_book_0134,000,67,22.33,13,0,0.8686,770,144,829,460,4396.5192,4367.0192,4426.0192,-0.3678,0.7386,crops/000067_013.jpg,masks/000067_013.png
000_book_0134,000,68,22.67,12,0,0.8610,702,165,768,473,4399.7635,4366.7635,4432.7635,-0.3633,0.7109,crops/000068_012.jpg,masks/000068_012.png
000_book_0134,000,69,23.00,8,0,0.8429,631,169,704,471,4405.7364,4369.2364,4442.2364,-0.2361,0.7354,crops/000069_008.jpg,masks/000069_008.png
000_book_0134,000,70,23.33,6,0,0.8211,558,195,637,491,4411.3408,4371.8408,4450.8408,-0.1970,0.6624,crops/000070_006.jpg,masks/000070_006.png
000_book_0134,000,71,23.67,5,0,0.8244,487,199,573,497,4412.1427,4369.1427,4455.1427,-0.3479,0.6604,crops/000071_005.jpg,masks/000071_005.png
000_book_0134,000,72,24.00,5,0,0.8106,399,199,494,495,4415.0694,4367.5694,4462.5694,-0.3673,0.6516,crops/000072_005.jpg,masks/000072_005.png
000_book_0134,000,73,24.33,5,0,0.7797,268,212,398,511,4402.3903,4337.3903,4467.3903,-0.1191,0.6402,crops/000073_005.jpg,masks/000073_005.png
000_book_0134,000,74,24.67,5,0,0.7102,193,222,307,510,4424.2837,4367.2837,4481.2837,-0.2748,0.6262,crops/000074_005.jpg,masks/000074_005.png
000_book_0134,000,75,25.00,2,0,0.6620,128,223,243,508,4442.5382,4385.0382,4500.0382,0.0432,0.2045,crops/000075_002.jpg,masks/000075_002.png
000_book_0135,000,61,20.33,24,0,0.7770,1179,50,1213,383,4396.4532,4379.4532,4413.4532,,0.6296,crops/000061_024.jpg,masks/000061_024.png
000_book_0135,000,62,20.67,20,0,0.5847,1153,104,1172,387,4418.1865,4408.6865,4427.6865,0.6144,0.4878,crops/000062_020.jpg,masks/000062_020.png
000_book_0135,000,64,21.33,18,0,0.6079,1026,154,1048,433,4411.8604,4400.8604,4422.8604,-0.0990,0.4399,crops/000064_018.jpg,masks/000064_018.png
000_book_0135,000,65,21.67,18,0,0.6581,971,160,1005,439,4430.4320,4413.4320,4447.4320,0.3081,0.5362,crops/000065_018.jpg,masks/000065_018.png
000_book_0136,000,64,21.33,19,0,0.6940,1033,150,1061,426,4421.8604,4407.8604,4435.8604,,0.5042,crops/000064_019.jpg,masks/000064_019.png
000_book_0136,000,65,21.67,17,0,0.6811,962,164,990,446,4418.4320,4404.4320,4432.4320,-0.3489,0.4748,crops/000065_017.jpg,masks/000065_017.png
000_book_0136,000,66,22.00,17,0,0.7011,881,166,917,446,4418.7863,4400.7863,4436.7863,-0.3224,0.5543,crops/000066_017.jpg,masks/000066_017.png
000_book_0136,000,67,22.33,14,0,0.6780,798,180,843,455,4417.5192,4395.0192,4440.0192,-0.2397,0.6749,crops/000067_014.jpg,masks/000067_014.png
000_book_0136,000,68,22.67,13,0,0.6883,731,200,783,468,4421.7635,4395.7635,4447.7635,-0.2288,0.6460,crops/000068_013.jpg,masks/000068_013.png
000_book_0137,000,61,20.33,25,0,0.7305,1202,53,1240,384,4421.4532,4402.4532,4440.4532,,0.6239,crops/000061_025.jpg,masks/000061_025.png
000_book_0138,000,66,22.00,18,0,0.7382,891,161,932,441,4431.2863,4410.7863,4451.7863,,0.5914,crops/000066_018.jpg,masks/000066_018.png
000_book_0138,000,67,22.33,15,0,0.7336,808,176,859,449,4430.5192,4405.0192,4456.0192,-0.3670,0.6879,crops/000067_015.jpg,masks/000067_015.png
000_book_0138,000,68,22.67,14,0,0.7623,741,196,798,463,4434.2635,4405.7635,4462.7635,-0.3405,0.6472,crops/000068_014.jpg,masks/000068_014.png
000_book_0138,000,69,23.00,9,0,0.7283,660,204,718,467,4427.2364,4398.2364,4456.2364,-0.3492,0.6678,crops/000069_009.jpg,masks/000069_009.png
000_book_0138,000,70,23.33,7,0,0.6886,585,228,651,487,4431.8408,4398.8408,4464.8408,-0.3115,0.5931,crops/000070_007.jpg,masks/000070_007.png
000_book_0138,000,71,23.67,6,0,0.6536,516,232,588,492,4434.1427,4398.1427,4470.1427,-0.4086,0.6041,crops/000071_006.jpg,masks/000071_006.png
000_book_0138,000,72,24.00,6,0,0.6947,429,232,509,492,4437.5694,4397.5694,4477.5694,-0.3342,0.5947,crops/000072_006.jpg,masks/000072_006.png
000_book_0138,000,73,24.33,6,0,0.6525,326,248,416,507,4440.3903,4395.3903,4485.3903,-0.2959,0.5435,crops/000073_006.jpg,masks/000073_006.png
000_book_0138,000,74,24.67,4,0,0.7964,168,218,303,511,4409.7837,4342.2837,4477.2837,0.3238,0.6594,crops/000074_004.jpg,masks/000074_004.png
000_book_0138,000,75,25.00,1,0,0.5217,128,275,212,508,4427.0382,4385.0382,4469.0382,-0.1457,0.0962,crops/000075_001.jpg,masks/000075_001.png
000_book_0139,000,64,21.33,20,0,0.8365,1056,135,1077,425,4441.3604,4430.8604,4451.8604,,0.5510,crops/000064_020.jpg,masks/000064_020.png
000_book_0139,000,65,21.67,19,0,0.8179,991,145,1020,438,4447.9320,4433.4320,4462.4320,-0.1581,0.5738,crops/000065_019.jpg,masks/000065_019.png
000_book_0139,000,66,22.00,19,0,0.8203,909,146,948,439,4448.2863,4428.7863,4467.7863,-0.1909,0.6024,crops/000066_019.jpg,masks/000066_019.png
000_book_0139,000,67,22.33,16,0,0.7865,826,161,873,448,4446.5192,4423.0192,4470.0192,-0.2531,0.6546,crops/000067_016.jpg,masks/000067_016.png
000_book_0139,000,68,22.67,15,0,0.7545,759,185,813,461,4450.7635,4423.7635,4477.7635,-0.2417,0.6379,crops/000068_015.jpg,masks/000068_015.png
000_book_0139,000,69,23.00,10,0,0.7244,671,200,734,461,4440.7364,4409.2364,4472.2364,-0.1403,0.6608,crops/000069_010.jpg,masks/000069_010.png
000_book_0139,000,70,23.33,8,0,0.7324,598,224,667,481,4446.3408,4411.8408,4480.8408,-0.2313,0.6101,crops/000070_008.jpg,masks/000070_008.png
000_book_0139,000,71,23.67,7,0,0.7190,527,228,604,487,4447.6427,4409.1427,4486.1427,-0.3931,0.6348,crops/000071_007.jpg,masks/000071_007.png
000_book_0139,000,72,24.00,7,0,0.6936,443,228,525,486,4452.5694,4411.5694,4493.5694,-0.3276,0.5935,crops/000072_007.jpg,masks/000072_007.png
000_book_0139,000,73,24.33,7,0,0.6538,340,244,432,500,4455.3903,4409.3903,4501.3903,-0.2930,0.5417,crops/000073_007.jpg,masks/000073_007.png
000_book_0139,000,74,24.67,6,0,0.6454,226,254,333,507,4453.7837,4400.2837,4507.2837,-0.2937,0.5709,crops/000074_006.jpg,masks/000074_006.png
000_book_0139,000,75,25.00,3,0,0.6238,147,254,262,504,4461.5382,4404.0382,4519.0382,-0.2605,0.5837,crops/000075_003.jpg,masks/000075_003.png
000_book_0140,000,66,22.00,20,0,0.7906,927,144,964,442,4465.2863,4446.7863,4483.7863,,0.5846,crops/000066_020.jpg,masks/000066_020.png
000_book_0140,000,67,22.33,17,0,0.7527,842,161,889,449,4462.5192,4439.0192,4486.0192,-0.3109,0.7084,crops/000067_017.jpg,masks/000067_017.png
000_book_0140,000,68,22.67,16,0,0.7831,773,180,827,463,4464.7635,4437.7635,4491.7635,-0.3387,0.6586,crops/000068_016.jpg,masks/000068_016.png
000_book_0140,000,69,23.00,11,0,0.7334,689,190,748,460,4456.7364,4427.2364,4486.2364,-0.2635,0.6623,crops/000069_011.jpg,masks/000069_011.png
